chrom,window_start,window_end,n_snps,pi,theta_w,tajima_d
10,21000001,22000000,49,9.262972113518117e-06,6.3907014906139775e-06,1.2682851620902178
10,22000001,22869290,62,1.409004584122132e-05,9.924705233384567e-06,1.2161310741164748
11,1,1000000,27,4.549282679023933e-06,2.87581567077629e-06,1.4726662167845723
11,1000001,2000000,92,1.4712591893668956e-05,1.166303022037051e-05,0.7734717256707293
11,2000001,3000000,122,3.090933878334106e-05,1.5976753726534945e-05,2.8106665531136192
11,3000001,4000000,176,3.377117388156917e-05,2.300652536621032e-05,1.426909988585516
11,4000001,5000000,179,3.963222892217496e-05,2.332606044074102e-05,2.1328017696169326
11,5000001,6000000,74,1.9255994325092197e-05,1.0065354847717016e-05,2.675728714252039
11,6000001,7000000,60,1.5739034733353654e-05,8.148144400532822e-06,2.6872268640190557
11,7000001,8000000,69,1.2952504412431922e-05,7.668841788736773e-06,1.9773003694956324
11,8000001,9000000,107,2.2311552863642085e-05,1.3260705593024004e-05,2.033761774615317
11,9000001,10000000,63,1.4754821952292758e-05,8.467679475063522e-06,2.1483262286211726
11,10000001,11000000,77,1.7992750546383856e-05,1.0065354847717016e-05,2.307952602468847
11,11000001,12000000,43,7.734806228163079e-06,4.952793655225832e-06,1.5411594529260908
11,12000001,13000000,20,2.5122189505925688e-06,2.236745521714892e-06,0.29695234450668817
11,13000001,14000000,32,5.574763580623285e-06,3.834420894368386e-06,1.2034098062639798
11,14000001,15000000,60,1.0237309441006456e-05,7.828609326002124e-06,0.8845598666549789
11,15000001,16000000,74,1.2756821304737256e-05,8.627447012328871e-06,1.3869136781188203
11,16000001,17000000,80,1.4781288078077221e-05,9.586052235920966e-06,1.5827633614064718
11,17000001,18000000,65,1.188844480891885e-05,8.148144400532822e-06,1.324091812189485
11,18000001,19000000,249,5.101672758579371e-05,3.4509788049315485e-05,1.4746808535699445
11,19000001,20000000,166,3.8320823017445074e-05,2.045024476996473e-05,2.6542497282273763
11,20000001,21000000,93,2.156562463215221e-05,1.2621635443962606e-05,2.1058144392204583
11,21000001,22000000,92,1.827431193197048e-05,1.1982565294901209e-05,1.5557331241431849
11,22000001,23000000,224,4.646070500486042e-05,2.87581567077629e-05,1.8894950047604433
11,23000001,24000000,52,9.775290747870074e-06,6.3907014906139775e-06,1.4945055317968627
11,24000001,25000000,36,7.12879772147606e-06,4.633258580695134e-06,1.4655813628738033
11,25000001,26000000,29,6.715295020734755e-06,3.1953507453069888e-06,2.8387876663936504
11,26000001,27000000,17,3.0253055652900743e-06,1.757442909918844e-06,1.6486071256212786
11,27000001,28000000,60,2.056495807602979e-05,8.467679475063522e-06,4.133658654550942
11,28000001,28426723,14,6.00869200025438e-06,4.867274518714816e-06,0.5566141734077459
12,1,1000000,14,4.8909512812608565e-06,2.0769779844495428e-06,3.2157602410059516
12,1000001,2000000,17,3.568911176798956e-06,2.0769779844495428e-06,1.7049555685659477
12,2000001,3000000,59,1.5928107528672826e-05,8.467679475063522e-06,2.549239709829737
12,3000001,4000000,138,2.0699821281418893e-05,1.6296288801065644e-05,0.8133186973625298
12,4000001,5000000,128,2.650853307716708e-05,1.6296288801065644e-05,1.886169626054509
12,5000001,6000000,68,1.5253276863711374e-05,9.905587310451665e-06,1.5802817255888382
12,6000001,7000000,34,6.8526071904797835e-06,4.633258580695134e-06,1.3033800620744516
12,7000001,8000000,112,2.3760754151426752e-05,1.3899775742085401e-05,2.119143454470328
12,8000001,9000000,62,2.0483509132228144e-05,8.946982086859568e-06,3.7467546743876636
12,9000001,10000000,38,7.1728241235641406e-06,4.793026117960483e-06,1.3568078074762866
12,10000001,11000000,64,8.76111051783451e-06,7.988376863267473e-06,0.27856992321036483
12,11000001,12000000,49,8.451034048484814e-06,4.793026117960483e-06,2.0855609208255563
12,12000001,13000000,9,2.174320998468974e-06,9.586052235920966e-07,2.4532012363839906
12,13000001,14000000,84,1.623110164240195e-05,9.905587310451665e-06,1.8692361634265326
12,14000001,15000000,28,3.4363283099160006e-06,3.0355832080416396e-06,0.3372713905124257
12,15000001,16000000,31,5.919796368171641e-06,3.994188431633736e-06,1.2858112403431683
12,16000001,17000000,7,2.3175483712136603e-06,9.586052235920966e-07,2.7422207384439026
12,17000001,18000000,66,9.741375289006526e-06,7.189539176940725e-06,1.01285920069323
12,18000001,19000000,67,1.1703750770256939e-05,8.307911937798171e-06,1.1808857471376182
12,19000001,20000000,88,1.3978177469511982e-05,1.0544657459513063e-05,0.9571547031479518
12,20000001,21000000,16,2.5657520164347084e-06,2.236745521714892e-06,0.35465943253771987
12,21000001,22000000,163,2.9631499100942007e-05,2.045024476996473e-05,1.3636571506139603
12,22000001,23000000,66,1.765624062314215e-05,8.627447012328871e-06,3.0324587864970263
12,23000001,24000000,133,2.520145482645114e-05,1.6296288801065644e-05,1.6447563550121882
12,24000001,25000000,108,1.2136401605572605e-05,8.946982086859568e-06,1.0358379470118546
12,25000001,26000000,116,2.1534426250014242e-05,1.437907835388145e-05,1.4889890045960095
12,26000001,27000000,28,3.5571433420985473e-06,2.236745521714892e-06,1.4233504481426993
12,27000001,27431356,44,2.0264906452906006e-05,1.4074607554046492e-05,1.2346730885650008
