panel,chrom,window_start,window_end,n_snps,pi,theta_w,tajima_d
Set2,9,20246312,21246311,84,3.212559446007515e-05,1.3420473130289353e-05,4.155725944250489
Set2,9,21246312,22246311,73,2.4492136347367433e-05,1.166303022037051e-05,3.253894138867651
Set2,9,22246312,22922336,124,5.5859592892045174e-05,2.9305387553571732e-05,2.749053688969429
Set2,10,51513,1051512,29,9.184853311578744e-06,4.633258580695134e-06,2.673062625998387
Set2,10,1051513,2051512,39,1.3506913317457594e-05,6.230933953348629e-06,3.286796031050979
Set2,10,2051513,3051512,24,9.409856851091124e-06,3.834420894368386e-06,3.8552949126102316
Set2,10,3051513,4051512,35,1.3097714326876352e-05,5.591863804287231e-06,3.7350281160855747
Set2,10,4051513,5051512,18,6.3882360980868475e-06,2.87581567077629e-06,3.0909619830872903
Set2,10,5051513,6051512,50,1.64772999594038e-05,7.988376863267473e-06,3.0602506323532177
Set2,10,6051513,7051512,6,2.2379139711036376e-06,9.586052235920966e-07,2.581525933913304
Set2,10,7051513,8051512,7,2.6634115348637444e-06,1.118372760857446e-06,2.7999915873304317
Set2,10,8051513,9051512,8,2.7441922590016342e-06,1.2781402981227956e-06,2.4150055669356227
Set2,10,9051513,10051512,3,1.30661001602006e-06,4.793026117960483e-07,2.6203033320989277
Set2,10,10051513,11051512,8,3.611565153454006e-06,1.2781402981227956e-06,3.843816021549965
Set2,10,11051513,12051512,11,4.811743497902504e-06,1.757442909918844e-06,3.971519858091234
Set2,10,12051513,13051512,25,9.393453957857756e-06,3.994188431633736e-06,3.605321816287371
Set2,10,13051513,14051512,27,6.5666873346415954e-06,4.313723506164436e-06,1.4078798745178918
Set2,10,14051513,15051512,40,9.628593912260641e-06,6.3907014906139775e-06,1.4297298040345137
Set2,10,15051513,16051512,14,3.975608917173413e-06,2.236745521714892e-06,1.8744441674901289
Set2,10,16051513,17051512,25,8.336199530078511e-06,3.994188431633736e-06,2.899347561951212
Set2,10,17051513,18051512,81,1.9759834970747676e-05,1.2941170518493304e-05,1.5679435431905693
Set2,10,18051513,19051512,94,3.139417490829387e-05,1.5018148502942849e-05,3.2696791304513955
Set2,10,19051513,20051512,18,6.593192513124002e-06,2.87581567077629e-06,3.2713254959924876
Set2,10,20051513,21051512,25,6.350804921047814e-06,3.994188431633736e-06,1.5736141889374844
Set2,10,21051513,22051512,27,8.105353136406554e-06,4.313723506164436e-06,2.3693940313510495
Set2,10,22051513,22869290,42,1.4375783933050101e-05,8.205450091766563e-06,2.1321351827437134
Set2,11,2757,1002756,11,4.291854534153526e-06,1.757442909918844e-06,3.2955060591695595
Set2,11,1002757,2002756,51,1.3632457765834752e-05,8.148144400532822e-06,1.9414842738824678
Set2,11,2002757,3002756,80,3.0157124278872088e-05,1.2781402981227955e-05,4.042708444984082
Set2,11,3002757,4002756,104,3.199118668474357e-05,1.6615823875596342e-05,2.7875519916398863
Set2,11,4002757,5002756,116,3.851171706453469e-05,1.8533034322780536e-05,3.262187206196056
Set2,11,5002757,6002756,53,1.8766388704468518e-05,8.467679475063522e-06,3.5190847413759023
Set2,11,6002757,7002756,42,1.525320192142949e-05,6.710236565144677e-06,3.6097680528912575
Set2,11,7002757,8002756,37,1.268204854784298e-05,5.91139887881793e-06,3.20629155813586
Set2,11,8002757,9002756,61,2.1309123222595744e-05,9.745819773186315e-06,3.4691309284588323
Set2,11,9002757,10002756,46,1.4494640686275479e-05,7.349306714206074e-06,2.7799018231757975
Set2,11,10002757,11002756,49,1.7187689804906226e-05,7.828609326002124e-06,3.4369853386326326
Set2,11,11002757,12002756,18,6.977752267656428e-06,2.87581567077629e-06,3.609741584295236
Set2,11,12002757,13002756,8,2.170899179069303e-06,1.2781402981227956e-06,1.4706284121911932
Set2,11,13002757,14002756,15,4.968114678206391e-06,2.3965130589802416e-06,2.6238798714070013
Set2,11,14002757,15002756,24,8.52355282904092e-06,3.834420894368386e-06,3.2424346064818756
Set2,11,15002757,16002756,35,1.1534074559245832e-05,5.591863804287231e-06,2.956936615601639
Set2,11,16002757,17002756,42,1.3916476691742957e-05,6.710236565144677e-06,3.044944501773101
Set2,11,17002757,18002756,40,1.1693393649085469e-05,6.3907014906139775e-06,2.3414666188110074
Set2,11,18002757,19002756,147,4.7113892633567845e-05,2.348582797800637e-05,3.0701277197777963
Set2,11,19002757,20002756,87,3.6653887846117646e-05,1.3899775742085401e-05,4.889902981824369
Set2,11,20002757,21002756,66,2.0819148620145858e-05,1.0544657459513063e-05,2.864196948965745
Set2,11,21002757,22002756,52,1.709228342949333e-05,8.307911937798171e-06,3.054720675478578
Set2,11,22002757,23002756,135,4.429752739601658e-05,2.1568617530822174e-05,3.2067940541296727
Set2,11,23002757,24002756,28,9.469917569393915e-06,4.473491043429784e-06,3.0253383447260256
Set2,11,24002757,25002756,20,6.838491452005163e-06,3.1953507453069888e-06,2.938143929524164
Set2,11,25002757,26002756,18,6.609051840868952e-06,2.87581567077629e-06,3.285281848926722
Set2,11,26002757,27002756,8,2.9231225901370436e-06,1.2781402981227956e-06,2.7097548373002356
Set2,11,27002757,28002756,47,2.0332309185130577e-05,7.509074251471424e-06,4.892008405024332
Set2,11,28002757,28426723,8,5.592949264113689e-06,3.0147164711470363e-06,1.80062367092264
Set2,12,135292,1135291,13,4.8909512812608565e-06,2.0769779844495428e-06,3.2157602410059516
Set2,12,1135292,2135291,15,4.2578545503635576e-06,2.3965130589802416e-06,1.8991808204433525
Set2,12,2135292,3135291,50,1.6680557107449077e-05,7.988376863267473e-06,3.1335246871174753
Set2,12,3135292,4135291,84,2.2159381810042075e-05,1.3420473130289353e-05,1.9415276107861552
Set2,12,4135292,5135291,75,2.3608385254836498e-05,1.1982565294901209e-05,2.874666487749925
Set2,12,5135292,6135291,44,1.2683859509966183e-05,7.029771639675376e-06,2.290484885994355
Set2,12,6135292,7135291,25,8.092411286552387e-06,3.994188431633736e-06,2.736559666325379
Set2,12,7135292,8135291,62,2.1411892103076563e-05,9.905587310451665e-06,3.4001979755456704
Set2,12,8135292,9135291,49,2.0141816164998106e-05,7.828609326002124e-06,4.5218450116518
Set2,12,9135292,10135291,23,6.796664633295091e-06,3.674653357103037e-06,2.2384559046627537
Set2,12,10135292,11135291,29,8.888200003290609e-06,4.633258580695134e-06,2.4988439360339028
Set2,12,11135292,12135291,21,7.178941114763231e-06,3.3551182825723384e-06,2.9605105090609394
Set2,12,12135292,13135291,18,6.297017414027311e-06,2.87581567077629e-06,3.0106887098814488
Set2,12,13135292,14135291,38,1.2171717169280153e-05,6.071166416083279e-06,2.8208082426901533
Set2,12,14135292,15135291,12,3.956830951293566e-06,1.917210447184193e-06,2.480683443480894
Set2,12,15135292,16135291,16,4.510584382058303e-06,2.556280596245591e-06,1.8931372863867901
Set2,12,16135292,17135291,5,1.8923024078374894e-06,7.988376863267472e-07,2.4966802880277053
Set2,12,17135292,18135291,30,9.284789532014856e-06,4.793026117960483e-06,2.5609146890512666
Set2,12,18135292,19135291,48,1.2886532009052253e-05,7.668841788736773e-06,1.9526115755907887
Set2,12,19135292,20135291,42,1.1514581633618803e-05,6.710236565144677e-06,2.0300411648614647
Set2,12,20135292,21135291,9,2.5045741238976893e-06,1.437907835388145e-06,1.6122932288626022
Set2,12,21135292,22135291,114,4.0116639005963384e-05,1.8213499248249834e-05,3.636645740127119
Set2,12,22135292,23135291,42,1.2958726698152832e-05,6.710236565144677e-06,2.6402541881251547
Set2,12,23135292,24135291,54,1.713234286038918e-05,8.627447012328871e-06,2.8564996891505454
Set2,12,24135292,25135291,34,1.1150670818402515e-05,5.4320962670218816e-06,2.919863353203597
Set2,12,25135292,26135291,69,2.1388903845426156e-05,1.1023960071309112e-05,2.7716855341572852
Set2,12,26135292,27135291,14,4.337207101694187e-06,2.236745521714892e-06,2.2642364937419885
Set2,12,27135292,27431356,20,1.985953733202343e-05,1.0792733843267489e-05,2.164902758893014
