chrom,window_start,window_end,n_snps,pi,theta_w,tajima_d
11,13000001,14000000,3337,0.0006227047238550442,0.00047457288284334285,0.9813187314457057
11,14000001,15000000,2943,0.0005707639912360728,0.00040975705622681917,1.235003301723101
11,15000001,16000000,2787,0.0005762022049202299,0.0003890542123443914,1.5117514371360345
11,16000001,17000000,3029,0.0006314665420883359,0.0004537107863156657,1.2316174501264987
11,17000001,18000000,4081,0.0007526542437341293,0.0006037267781406418,0.7758076267655137
11,18000001,19000000,4233,0.0007218371265105505,0.0006264999064113123,0.47861012656120827
11,19000001,20000000,3413,0.0006277171231937369,0.0004916129158850333,0.8704382668936451
11,20000001,21000000,3104,0.0005420828862971071,0.00043253018449748964,0.7961608622753272
11,21000001,22000000,2609,0.00046228267658865625,0.0003920800126041309,0.562718308715206
11,22000001,23000000,4302,0.0007573078229298619,0.0006464064870674928,0.5396204523231015
11,23000001,24000000,4191,0.000720046237123825,0.0005976751776211629,0.6439133269698631
11,24000001,25000000,3533,0.0006866449995201918,0.000519163623513187,1.0143529800742812
11,25000001,26000000,3986,0.0007332767802316737,0.0005831831869034635,0.8093880037979024
11,26000001,27000000,2945,0.0005096082699684081,0.00043268943714273904,0.5587928460380994
11,27000001,28000000,3274,0.000494416846492862,0.0004763246619410867,0.11941398567372542
11,28000001,29000000,2211,0.00039109777846534804,0.00033427130237858276,0.5340872873592937
11,29000001,29008966,36,0.0005773909397425046,0.0006216643524125069,-0.19783610339191826
12,1,1000000,1795,0.0004322937948331504,0.00026531490698557356,1.9760304615310957
12,1000001,2000000,1413,0.0003501697422855215,0.0002060729229527804,2.1935917542300154
12,2000001,3000000,1914,0.0004179026553254689,0.0002737552971837941,1.6533992890892537
12,3000001,4000000,2714,0.000570351212264733,0.00037312894781944703,1.6609808900213552
12,4000001,5000000,1906,0.00038466565366807867,0.00025464497975386083,1.6029384536640503
12,5000001,6000000,1159,0.0002451261156759055,0.00016785228809291388,1.4429438420429743
12,6000001,7000000,1232,0.00025556246363853683,0.00018345904732735936,1.2323506696769666
12,7000001,8000000,2884,0.000597776581901896,0.00041549015145579915,1.378971085874871
12,8000001,9000000,754,0.0001664357666644483,0.00010462898792888464,1.8462952557613572
12,9000001,10000000,2178,0.0004342064387698305,0.00032009781695138223,1.1198268215020726
12,10000001,11000000,2693,0.0005693744741819782,0.0003740844636909437,1.6405155368513133
12,11000001,12000000,2221,0.00044153589016635714,0.0003175497746273911,1.2265005709697965
12,12000001,13000000,3120,0.0006151052243543524,0.0004490924596034318,1.1620617068422157
12,13000001,14000000,1980,0.00042633583215645037,0.00029222860403272955,1.4412598782093275
12,14000001,15000000,2928,0.0006842761581195339,0.00042281577313727355,1.9437061347220965
12,15000001,16000000,2506,0.00048677018566992033,0.0003573629359397521,1.137826677701913
12,16000001,17000000,1072,0.00021505503147595137,0.0001552713291182078,1.20634310905761
12,17000001,18000000,4361,0.0008115118049731175,0.0006508655611344772,0.7763190830198602
12,18000001,19000000,3016,0.0005375736678951323,0.0004497294701844296,0.6140253328118613
12,19000001,20000000,3315,0.0006564521574507703,0.0004737766196170956,1.2121884426755503
12,20000001,21000000,962,0.0001837447353592604,0.00012724286355430566,1.3897114781706958
12,21000001,22000000,2960,0.0005856383443440452,0.00042950438423775016,1.1426634242734501
12,22000001,23000000,2637,0.0005056409105277619,0.0003777472745316809,1.0639629207372163
12,23000001,24000000,3416,0.0006499473280065893,0.0004943202108542738,0.9898524144698957
12,24000001,25000000,1758,0.00035758315029270886,0.0002444528104578964,1.4526716624033034
12,25000001,26000000,1764,0.0003102027904512373,0.00024222327342440417,0.880912360545998
12,26000001,27000000,1519,0.00033511359776876553,0.00021021349172926595,1.8640488845934515
12,27000001,27530374,1041,0.0004632018070526866,0.00027774494386175716,2.0914966464324065
